Time,Pos_x,Pos_y,Pos_z,Vel_x,Vel_y,Vel_zRoll,Pitch,Yaw
00:10:13.28,-0.085,0.028,-1.025,0.180,0.011,-0.562,357.623,351.931,0.000
00:10:13.30,-0.083,0.028,-1.032,0.197,0.006,-0.563,357.634,352.091,0.013
00:10:13.34,-0.075,0.028,-1.053,0.245,-0.010,-0.567,357.614,352.192,0.057
00:10:13.35,-0.071,0.028,-1.062,0.266,-0.018,-0.569,357.627,352.341,0.076
00:10:13.37,-0.066,0.028,-1.072,0.288,-0.028,-0.571,357.641,352.482,0.096
00:10:13.41,-0.054,0.026,-1.093,0.337,-0.045,-0.577,357.625,352.609,0.139
00:10:13.43,-0.049,0.026,-1.102,0.355,-0.051,-0.580,357.644,352.751,0.158
00:10:13.46,-0.036,0.024,-1.122,0.397,-0.065,-0.586,357.629,352.856,0.202
00:10:13.47,-0.031,0.023,-1.130,0.413,-0.071,-0.587,357.640,353.007,0.221
00:10:13.51,-0.015,0.020,-1.151,0.457,-0.089,-0.590,357.625,353.119,0.272
00:10:13.53,-0.007,0.018,-1.161,0.475,-0.096,-0.591,357.632,353.251,0.299
00:10:13.57,0.012,0.014,-1.183,0.520,-0.113,-0.596,357.614,353.360,0.352
00:10:13.58,0.021,0.012,-1.194,0.539,-0.121,-0.599,357.631,353.480,0.381
00:10:13.60,0.030,0.010,-1.204,0.558,-0.129,-0.601,357.642,353.610,0.408
00:10:13.64,0.052,0.005,-1.227,0.600,-0.145,-0.604,357.620,353.691,0.459
00:10:13.66,0.065,0.002,-1.239,0.621,-0.154,-0.607,357.623,353.821,0.489
00:10:13.70,0.089,-0.004,-1.262,0.662,-0.171,-0.611,357.605,353.903,0.541
00:10:13.71,0.099,-0.007,-1.272,0.678,-0.179,-0.611,357.628,354.022,0.570
00:10:13.74,0.116,-0.012,-1.287,0.702,-0.191,-0.612,357.644,354.135,0.609
00:10:13.77,0.139,-0.018,-1.307,0.734,-0.205,-0.617,357.633,354.238,0.664
00:10:13.79,0.152,-0.021,-1.317,0.750,-0.212,-0.617,357.648,354.361,0.700
00:10:13.81,0.172,-0.027,-1.333,0.776,-0.225,-0.620,357.663,354.473,0.748
00:10:13.84,0.195,-0.034,-1.351,0.802,-0.238,-0.623,357.657,354.558,0.801
00:10:13.87,0.216,-0.040,-1.368,0.824,-0.250,-0.624,357.667,354.655,0.852
00:10:13.89,0.232,-0.045,-1.379,0.841,-0.258,-0.625,357.683,354.762,0.894
00:10:13.92,0.261,-0.054,-1.401,0.871,-0.273,-0.627,357.668,354.830,0.955
00:10:13.95,0.277,-0.059,-1.412,0.887,-0.281,-0.629,357.683,354.944,0.998
00:10:13.97,0.292,-0.064,-1.423,0.902,-0.289,-0.630,357.696,355.064,1.025
00:10:13.99,0.314,-0.071,-1.438,0.920,-0.301,-0.630,357.711,355.158,1.073
00:10:14.03,0.349,-0.083,-1.462,0.948,-0.317,-0.633,357.714,355.232,1.137
00:10:14.05,0.366,-0.088,-1.473,0.962,-0.325,-0.635,357.721,355.325,1.175
00:10:14.07,0.386,-0.095,-1.486,0.978,-0.334,-0.636,357.722,355.432,1.216
00:10:14.09,0.406,-0.102,-1.499,0.993,-0.343,-0.636,357.735,355.528,1.259
00:10:14.13,0.180,0.035,-1.523,0.493,-0.105,-0.639,357.740,355.582,1.321
00:10:14.15,0.189,0.033,-1.534,0.507,-0.113,-0.641,357.754,355.686,1.361
00:10:14.17,0.199,0.031,-1.547,0.520,-0.122,-0.643,357.769,355.771,1.407
00:10:14.20,0.212,0.027,-1.563,0.538,-0.132,-0.645,357.779,355.848,1.459
00:10:14.23,0.232,0.022,-1.586,0.562,-0.151,-0.648,357.792,355.917,1.523
00:10:14.26,0.243,0.019,-1.599,0.575,-0.160,-0.647,357.794,356.011,1.573
00:10:14.27,0.254,0.016,-1.611,0.588,-0.169,-0.648,357.812,356.108,1.621
00:10:14.30,0.269,0.012,-1.627,0.605,-0.181,-0.649,357.813,356.179,1.662
00:10:14.33,0.289,0.006,-1.648,0.626,-0.197,-0.650,357.805,356.231,1.727
00:10:14.36,0.305,0.001,-1.665,0.642,-0.209,-0.648,357.803,356.296,1.783
00:10:14.38,0.318,-0.004,-1.677,0.653,-0.217,-0.649,357.806,356.383,1.832
00:10:14.40,0.333,-0.009,-1.692,0.667,-0.227,-0.649,357.804,356.467,1.886
00:10:14.44,0.359,-0.018,-1.717,0.688,-0.246,-0.648,357.811,356.496,1.955
00:10:14.47,0.375,-0.023,-1.732,0.700,-0.255,-0.649,357.821,356.574,2.004
00:10:14.48,0.385,-0.027,-1.741,0.708,-0.262,-0.649,357.834,356.658,2.044
00:10:14.50,0.399,-0.032,-1.754,0.719,-0.271,-0.647,357.848,356.745,2.092
00:10:14.55,0.430,-0.044,-1.781,0.741,-0.287,-0.647,357.843,356.786,2.168
00:10:14.57,0.447,-0.051,-1.796,0.751,-0.297,-0.648,357.841,356.857,2.219
00:10:14.59,0.464,-0.058,-1.811,0.763,-0.306,-0.648,357.850,356.919,2.270
00:10:14.61,0.478,-0.064,-1.823,0.773,-0.315,-0.647,357.855,357.001,2.317
00:10:14.64,0.500,-0.073,-1.841,0.787,-0.328,-0.648,357.864,357.051,2.375
00:10:14.67,0.525,-0.083,-1.861,0.802,-0.341,-0.648,357.855,357.095,2.436
00:10:14.69,0.539,-0.089,-1.872,0.811,-0.349,-0.647,357.858,357.174,2.485
00:10:14.72,0.564,-0.100,-1.892,0.822,-0.362,-0.649,357.846,357.207,2.551
00:10:14.74,0.577,-0.106,-1.903,0.830,-0.368,-0.650,357.860,357.290,2.598
00:10:14.77,0.605,-0.118,-1.924,0.842,-0.382,-0.653,357.865,357.338,2.665
00:10:14.81,0.629,-0.129,-1.943,0.855,-0.394,-0.653,357.871,357.398,2.726
00:10:14.82,0.643,-0.135,-1.953,0.861,-0.401,-0.652,357.885,357.465,2.770
00:10:14.86,0.673,-0.150,-1.976,0.875,-0.417,-0.652,357.871,357.509,2.837
00:10:14.87,0.685,-0.156,-1.985,0.881,-0.423,-0.652,357.889,357.595,2.878
00:10:14.90,0.709,-0.167,-2.002,0.892,-0.436,-0.656,357.885,357.640,2.940
00:10:14.92,0.724,-0.174,-2.013,0.898,-0.443,-0.656,357.902,357.703,2.990
00:10:14.95,0.754,-0.189,-2.035,0.912,-0.460,-0.655,357.912,357.753,3.058
00:10:14.97,0.770,-0.198,-2.047,0.918,-0.468,-0.655,357.917,357.821,3.109
00:10:15.00,0.796,-0.211,-2.065,0.928,-0.479,-0.654,357.923,357.856,3.172
00:10:15.03,0.823,-0.225,-2.084,0.936,-0.491,-0.656,357.911,357.884,3.235
00:10:15.05,0.838,-0.233,-2.095,0.941,-0.499,-0.656,357.928,357.944,3.282
00:10:15.08,0.868,-0.249,-2.115,0.952,-0.513,-0.659,357.936,357.974,3.347
00:10:15.09,0.877,-0.254,-2.121,0.955,-0.518,-0.658,357.954,358.048,3.386
00:10:15.12,0.289,0.056,-2.138,0.350,-0.166,-0.658,357.947,358.101,3.444
00:10:15.16,0.301,0.050,-2.160,0.361,-0.179,-0.659,357.927,358.122,3.514
00:10:15.18,0.307,0.047,-2.171,0.366,-0.186,-0.659,357.942,358.183,3.564
00:10:15.21,0.319,0.042,-2.191,0.374,-0.199,-0.661,357.929,358.206,3.632
00:10:15.24,0.330,0.035,-2.211,0.383,-0.215,-0.660,357.942,358.248,3.701
00:10:15.25,0.336,0.032,0.014,0.387,-0.221,-0.086,357.959,358.312,3.751
00:10:15.28,0.346,0.026,0.011,0.394,-0.235,-0.085,357.972,358.358,3.816
00:10:15.31,0.358,0.019,0.009,0.402,-0.247,-0.084,357.977,358.398,3.882
00:10:15.33,0.363,0.016,0.008,0.405,-0.253,-0.083,357.989,358.464,3.927
00:10:15.36,0.377,0.007,0.005,0.414,-0.268,-0.082,357.994,358.501,3.998
00:10:15.39,0.389,-0.001,0.003,0.420,-0.281,-0.080,357.984,358.540,4.065
00:10:15.41,0.396,-0.005,0.001,0.423,-0.288,-0.080,358.002,358.587,4.117
00:10:15.44,0.407,-0.013,-0.001,0.430,-0.300,-0.079,358.010,358.634,4.179
00:10:15.47,0.420,-0.023,-0.003,0.435,-0.314,-0.080,358.017,358.649,4.245
00:10:15.48,0.427,-0.027,-0.004,0.438,-0.320,-0.079,358.022,358.702,4.294
00:10:15.51,0.440,-0.037,-0.007,0.444,-0.334,-0.081,358.015,358.721,4.360
00:10:15.55,0.450,-0.045,-0.009,0.449,-0.344,-0.082,358.006,358.768,4.420
00:10:15.56,0.458,-0.051,-0.010,0.452,-0.351,-0.081,358.022,358.818,4.472
00:10:15.60,0.472,-0.062,-0.013,0.460,-0.364,-0.083,358.023,358.833,4.544
00:10:15.62,0.482,-0.070,-0.014,0.464,-0.372,-0.081,358.020,358.874,4.597
00:10:15.65,0.496,-0.081,-0.017,0.469,-0.383,-0.079,358.019,358.905,4.663
00:10:15.67,0.505,-0.089,-0.018,0.471,-0.391,-0.077,358.031,358.941,4.715
00:10:15.70,0.520,-0.101,-0.021,0.475,-0.406,-0.076,358.036,358.966,4.784
00:10:15.72,0.530,-0.110,-0.022,0.478,-0.415,-0.075,358.034,359.012,4.839
00:10:15.76,0.545,-0.123,-0.025,0.483,-0.430,-0.073,358.042,359.020,4.891
00:10:15.78,0.553,-0.131,-0.026,0.486,-0.437,-0.072,358.043,359.078,4.942
00:10:15.80,0.562,-0.139,-0.027,0.489,-0.444,-0.073,358.053,359.123,4.995
00:10:15.83,0.578,-0.153,-0.029,0.493,-0.460,-0.073,358.059,359.145,5.066
00:10:15.86,0.586,-0.161,-0.031,0.495,-0.466,-0.072,358.061,359.189,5.118
00:10:15.88,0.595,-0.169,-0.032,0.497,-0.474,-0.074,358.071,359.240,5.171
00:10:15.91,0.612,-0.186,-0.034,0.501,-0.491,-0.073,358.060,359.261,5.243
00:10:15.93,0.623,-0.196,-0.036,0.503,-0.500,-0.072,358.059,359.300,5.300
00:10:15.95,0.633,-0.206,-0.037,0.504,-0.509,-0.070,358.062,359.339,5.356
00:10:15.99,0.650,-0.224,-0.040,0.507,-0.524,-0.068,358.063,359.358,5.429
00:10:16.01,0.661,-0.235,-0.041,0.509,-0.535,-0.067,358.069,359.399,5.485
00:10:16.03,0.670,-0.245,-0.042,0.510,-0.544,-0.067,358.074,359.431,5.536
00:10:16.04,0.677,-0.253,-0.043,0.511,-0.551,-0.066,358.084,359.478,5.581
00:10:16.09,0.699,-0.277,-0.046,0.514,-0.567,-0.061,358.076,359.479,5.667
00:10:16.10,0.708,-0.286,-0.047,0.515,-0.574,-0.061,358.086,359.517,5.720
00:10:16.13,0.405,0.091,-0.049,0.197,-0.209,-0.060,358.083,359.536,5.783
00:10:16.15,0.409,0.087,-0.050,0.198,-0.219,-0.058,358.085,359.575,5.838
00:10:16.19,0.417,0.078,-0.052,0.200,-0.235,-0.057,358.060,359.582,5.915
00:10:16.21,0.421,0.074,-0.053,0.201,-0.243,-0.056,358.063,359.614,5.967
00:10:16.23,0.425,0.068,0.063,0.203,-0.254,0.040,358.064,359.642,6.025
00:10:16.27,0.432,0.059,0.065,0.205,-0.272,0.045,358.068,359.633,6.102
00:10:16.29,0.437,0.053,0.066,0.206,-0.280,0.046,358.061,359.671,6.159
00:10:16.31,0.440,0.048,0.067,0.207,-0.288,0.045,358.069,359.717,6.211
00:10:16.33,0.443,0.044,0.067,0.207,-0.295,0.047,358.073,359.758,6.263
00:10:16.37,0.452,0.031,0.070,0.212,-0.315,0.053,358.072,359.764,6.343
00:10:16.40,0.457,0.023,0.071,0.212,-0.326,0.053,358.085,359.794,6.399
00:10:16.41,0.460,0.018,0.072,0.211,-0.334,0.054,358.100,359.824,6.448
00:10:16.44,0.466,0.009,0.073,0.212,-0.347,0.056,358.114,359.851,6.507
00:10:16.48,0.474,-0.004,0.075,0.213,-0.364,0.058,358.113,359.859,6.580
00:10:16.50,0.479,-0.013,0.076,0.213,-0.374,0.060,358.121,359.873,6.635
00:10:16.52,0.483,-0.020,0.078,0.213,-0.383,0.060,358.118,359.907,6.688
00:10:16.54,0.487,-0.028,0.079,0.212,-0.393,0.060,358.135,359.928,6.744
00:10:16.58,0.496,-0.044,0.081,0.212,-0.411,0.063,358.135,359.908,6.822
00:10:16.61,0.501,-0.054,0.083,0.212,-0.422,0.065,358.131,359.922,6.882
00:10:16.63,0.505,-0.063,0.084,0.212,-0.431,0.066,358.125,359.954,6.937
00:10:16.65,0.510,-0.072,0.086,0.211,-0.441,0.067,358.136,359.983,6.992
00:10:16.67,0.515,-0.082,0.087,0.212,-0.451,0.068,358.130,0.015,7.048
00:10:16.71,0.523,-0.101,0.090,0.210,-0.467,0.070,358.099,0.010,7.126
00:10:16.74,0.528,-0.112,0.092,0.210,-0.477,0.070,358.109,0.027,7.182
00:10:16.75,0.531,-0.118,0.093,0.210,-0.484,0.071,358.115,0.074,7.225
00:10:16.79,0.538,-0.135,0.095,0.210,-0.501,0.071,358.104,0.087,7.291
00:10:16.80,0.541,-0.143,0.096,0.209,-0.509,0.071,358.121,0.124,7.338
00:10:16.84,0.546,-0.156,0.098,0.209,-0.520,0.070,358.128,0.136,7.396
00:10:16.86,0.552,-0.169,0.100,0.209,-0.533,0.073,358.126,0.148,7.453
00:10:16.88,0.555,-0.178,0.101,0.207,-0.541,0.073,358.128,0.170,7.506
00:10:16.91,0.562,-0.196,0.103,0.206,-0.558,0.075,358.118,0.179,7.577
00:10:16.93,0.566,-0.206,0.105,0.206,-0.566,0.076,358.127,0.207,7.629
00:10:16.96,0.571,-0.222,0.107,0.204,-0.577,0.078,358.114,0.208,7.691
00:10:16.98,0.577,-0.237,0.109,0.203,-0.590,0.081,358.123,0.229,7.750
00:10:17.02,0.583,-0.256,0.111,0.200,-0.603,0.084,358.125,0.236,7.813
00:10:17.03,0.585,-0.262,0.112,0.200,-0.608,0.085,358.129,0.276,7.851
00:10:17.06,0.590,-0.278,0.115,0.200,-0.621,0.087,358.123,0.300,7.908
00:10:17.09,0.596,-0.295,0.117,0.198,-0.634,0.089,358.130,0.300,7.966
00:10:17.11,0.601,-0.311,0.119,0.196,-0.646,0.092,358.126,0.320,8.020
00:10:17.13,0.538,0.103,0.121,0.094,-0.273,0.092,358.129,0.340,8.071
00:10:17.16,0.540,0.096,0.123,0.093,-0.286,0.093,358.138,0.344,8.131
00:10:17.19,0.543,0.087,0.126,0.092,-0.297,0.096,358.122,0.345,8.193
00:10:17.21,0.545,0.080,0.129,0.090,-0.309,0.098,358.129,0.361,8.250
00:10:17.24,0.548,0.071,0.131,0.088,-0.321,0.099,358.136,0.380,8.292
00:10:17.27,0.550,0.062,0.134,0.087,-0.334,0.099,358.126,0.399,8.350
00:10:17.30,0.552,0.053,0.137,0.085,-0.347,0.101,358.132,0.415,8.414
00:10:17.32,0.555,0.045,0.139,0.083,-0.359,0.103,358.142,0.423,8.474
00:10:17.35,0.557,0.035,0.142,0.082,-0.371,0.104,358.150,0.430,8.527
00:10:17.37,0.559,0.025,0.145,0.079,-0.385,0.104,358.143,0.441,8.584
00:10:17.40,0.561,0.015,0.147,0.077,-0.397,0.105,358.151,0.464,8.636
00:10:17.43,0.563,0.005,0.150,0.075,-0.408,0.106,358.157,0.466,8.690
00:10:17.45,0.564,-0.004,0.152,0.073,-0.419,0.107,358.164,0.476,8.742
00:10:17.48,0.566,-0.015,0.155,0.071,-0.431,0.109,358.172,0.483,8.796
00:10:17.50,0.568,-0.026,0.158,0.068,-0.444,0.109,358.181,0.498,8.851
00:10:17.53,0.570,-0.038,0.160,0.066,-0.457,0.109,358.192,0.517,8.905
00:10:17.55,0.571,-0.049,0.163,0.063,-0.469,0.110,358.202,0.521,8.959
00:10:17.58,0.573,-0.060,0.166,0.060,-0.481,0.112,358.198,0.537,9.013
00:10:17.60,0.574,-0.067,0.167,0.059,-0.487,0.113,358.202,0.565,9.053
00:10:17.63,0.575,-0.083,0.171,0.054,-0.503,0.112,358.185,0.565,9.116
00:10:17.65,0.576,-0.090,0.172,0.053,-0.508,0.113,358.200,0.600,9.155
00:10:17.69,0.578,-0.109,0.177,0.050,-0.527,0.116,358.183,0.581,9.220
00:10:17.71,0.579,-0.116,0.178,0.048,-0.535,0.115,358.200,0.605,9.258
00:10:17.74,0.580,-0.134,0.182,0.044,-0.551,0.116,358.207,0.590,9.317
00:10:17.76,0.581,-0.143,0.184,0.042,-0.560,0.117,358.210,0.610,9.358
00:10:17.78,0.582,-0.156,0.187,0.040,-0.571,0.118,358.204,0.630,9.405
00:10:17.82,0.583,-0.178,0.191,0.034,-0.587,0.119,358.179,0.621,9.474
00:10:17.84,0.584,-0.188,0.193,0.031,-0.595,0.121,358.180,0.647,9.519
00:10:17.86,0.584,-0.200,0.196,0.029,-0.605,0.123,358.190,0.672,9.567
00:10:17.89,0.585,-0.220,0.200,0.026,-0.620,0.126,358.191,0.659,9.631
00:10:17.91,0.586,-0.234,0.203,0.024,-0.631,0.127,358.186,0.680,9.682
00:10:17.93,0.586,-0.246,0.205,0.022,-0.640,0.127,358.200,0.711,9.725
00:10:17.97,0.587,-0.271,0.210,0.019,-0.662,0.133,358.184,0.706,9.793
00:10:17.99,0.587,-0.285,0.213,0.016,-0.671,0.133,358.180,0.717,9.838
00:10:18.01,0.588,-0.296,0.215,0.014,-0.679,0.135,358.190,0.737,9.878
00:10:18.03,0.588,-0.310,0.218,0.011,-0.689,0.134,358.188,0.758,9.922
00:10:18.07,0.588,-0.338,0.223,0.008,-0.708,0.137,358.184,0.729,9.991
00:10:18.09,0.588,-0.349,0.225,0.005,-0.716,0.138,358.188,0.749,10.031
00:10:18.11,0.588,-0.363,0.228,0.002,-0.725,0.139,358.200,0.761,10.075
00:10:18.14,0.688,0.121,0.231,0.026,-0.136,0.142,358.194,0.760,10.124
00:10:18.18,0.688,0.116,0.237,0.018,-0.155,0.145,358.194,0.748,10.190
00:10:18.20,0.689,0.113,0.240,0.015,-0.165,0.146,358.193,0.757,10.235
00:10:18.22,0.689,0.109,0.243,0.010,-0.177,0.148,358.196,0.757,10.283
00:10:18.24,0.689,0.105,0.225,0.007,-0.187,0.158,358.204,0.778,10.329
00:10:18.28,0.689,0.098,0.230,0.001,-0.205,0.159,358.185,0.749,10.394
00:10:18.30,0.689,0.095,0.233,-0.001,-0.213,0.160,358.198,0.778,10.434
00:10:18.32,0.689,0.089,0.237,-0.004,-0.226,0.162,358.207,0.793,10.483
00:10:18.34,0.689,0.084,0.241,-0.008,-0.237,0.164,358.204,0.798,10.526
00:10:18.38,0.689,0.075,0.247,-0.015,-0.256,0.166,358.207,0.786,10.588
00:10:18.40,0.688,0.070,0.250,-0.018,-0.265,0.166,358.215,0.812,10.626
00:10:18.43,0.688,0.063,0.254,-0.023,-0.277,0.167,358.221,0.821,10.671
00:10:18.45,0.687,0.058,0.257,-0.026,-0.286,0.168,358.234,0.830,10.710
00:10:18.49,0.686,0.046,0.264,-0.032,-0.308,0.172,358.210,0.793,10.778
00:10:18.51,0.685,0.038,0.268,-0.036,-0.319,0.175,358.219,0.810,10.823
00:10:18.53,0.685,0.032,0.272,-0.039,-0.330,0.175,358.217,0.820,10.864
00:10:18.56,0.684,0.025,0.275,-0.042,-0.341,0.179,358.215,0.826,10.906
00:10:18.57,0.683,0.019,0.279,-0.044,-0.349,0.181,358.216,0.856,10.943
00:10:18.62,0.681,0.003,0.286,-0.050,-0.371,0.182,358.189,0.814,11.012
00:10:18.64,0.680,-0.005,0.290,-0.054,-0.381,0.184,358.181,0.831,11.055
00:10:18.66,0.679,-0.013,0.294,-0.057,-0.391,0.184,358.193,0.839,11.097
00:10:18.68,0.678,-0.021,0.298,-0.061,-0.402,0.187,358.203,0.857,11.140
00:10:18.72,0.675,-0.037,0.305,-0.068,-0.421,0.188,358.181,0.846,11.202
00:10:18.74,0.673,-0.047,0.310,-0.071,-0.434,0.188,358.177,0.847,11.242
00:10:18.77,0.672,-0.057,0.314,-0.074,-0.444,0.188,358.186,0.868,11.278
00:10:18.79,0.670,-0.066,0.318,-0.077,-0.456,0.189,358.189,0.890,11.304
00:10:18.82,0.668,-0.079,0.323,-0.085,-0.470,0.190,358.179,0.870,11.353
00:10:18.84,0.666,-0.088,0.327,-0.088,-0.480,0.192,358.181,0.894,11.389
00:10:18.87,0.664,-0.103,0.333,-0.093,-0.496,0.195,358.169,0.897,11.436
00:10:18.89,0.662,-0.109,0.335,-0.095,-0.502,0.195,358.179,0.919,11.463
00:10:18.92,0.660,-0.124,0.341,-0.101,-0.518,0.199,358.187,0.920,11.509
00:10:18.94,0.658,-0.134,0.345,-0.105,-0.528,0.198,358.190,0.938,11.541
00:10:18.97,0.654,-0.150,0.351,-0.110,-0.544,0.200,358.198,0.944,11.585
00:10:18.99,0.652,-0.164,0.355,-0.113,-0.557,0.199,358.207,0.960,11.625
00:10:19.01,0.650,-0.173,0.359,-0.117,-0.565,0.201,358.211,0.982,11.655
00:10:19.04,0.645,-0.194,0.366,-0.124,-0.587,0.198,358.197,0.953,11.710
00:10:19.06,0.643,-0.205,0.370,-0.127,-0.597,0.200,358.198,0.973,11.747
00:10:19.09,0.640,-0.220,0.375,-0.132,-0.610,0.200,358.209,0.984,11.791
00:10:19.12,0.635,-0.240,0.381,-0.139,-0.629,0.200,358.202,0.962,11.842
00:10:19.13,0.850,-0.006,0.384,-0.010,-0.280,0.201,358.219,0.984,11.873
00:10:19.16,0.850,-0.014,0.390,-0.014,-0.294,0.203,358.222,0.975,11.920
00:10:19.19,0.849,-0.024,0.396,-0.023,-0.313,0.207,358.214,0.969,11.971
00:10:19.22,0.849,-0.032,0.401,-0.027,-0.325,0.208,358.209,0.966,12.014
00:10:19.24,0.848,-0.040,0.363,-0.033,-0.339,0.222,358.203,0.972,12.057
00:10:19.27,0.847,-0.048,0.368,-0.037,-0.349,0.222,358.207,0.972,12.096
00:10:19.29,0.846,-0.058,0.374,-0.042,-0.363,0.221,358.198,0.981,12.137
00:10:19.33,0.845,-0.066,0.379,-0.045,-0.375,0.224,358.194,0.999,12.177
00:10:19.34,0.844,-0.073,0.383,-0.048,-0.385,0.224,358.199,1.011,12.211
00:10:19.37,0.843,-0.085,0.389,-0.054,-0.399,0.225,358.200,0.996,12.259
00:10:19.39,0.842,-0.093,0.394,-0.057,-0.411,0.226,358.214,1.016,12.295
00:10:19.42,0.840,-0.103,0.400,-0.062,-0.424,0.230,358.224,1.027,12.335
00:10:19.45,0.838,-0.118,0.407,-0.070,-0.441,0.231,358.226,0.998,12.387
00:10:19.47,0.836,-0.127,0.412,-0.075,-0.452,0.231,358.235,0.996,12.423
00:10:19.50,0.834,-0.140,0.419,-0.080,-0.467,0.232,358.242,0.987,12.467
00:10:19.53,0.832,-0.154,0.425,-0.085,-0.482,0.233,358.234,0.993,12.509
00:10:19.55,0.830,-0.164,0.431,-0.089,-0.495,0.233,358.248,0.998,12.543
00:10:19.59,0.827,-0.182,0.439,-0.095,-0.512,0.235,358.226,0.973,12.594
00:10:19.61,0.824,-0.195,0.445,-0.098,-0.525,0.235,358.219,0.988,12.632
00:10:19.64,0.822,-0.207,0.450,-0.102,-0.537,0.235,358.210,0.990,12.669
00:10:19.67,0.819,-0.225,0.458,-0.106,-0.553,0.237,358.193,0.975,12.719
00:10:19.68,0.817,-0.235,0.462,-0.110,-0.562,0.238,358.206,0.995,12.750
00:10:19.72,0.813,-0.253,0.470,-0.117,-0.580,0.237,358.193,0.971,12.795
00:10:19.74,0.811,-0.264,0.474,-0.120,-0.589,0.239,358.194,0.984,12.822
00:10:19.77,0.807,-0.283,0.482,-0.127,-0.605,0.242,358.192,0.979,12.868
00:10:19.79,0.804,-0.295,0.487,-0.132,-0.615,0.243,358.194,0.992,12.899
00:10:19.82,0.800,-0.316,0.495,-0.139,-0.631,0.246,358.194,0.967,12.948
00:10:19.84,0.797,-0.329,0.500,-0.142,-0.641,0.247,358.199,0.986,12.975
00:10:19.88,0.792,-0.351,0.508,-0.149,-0.659,0.248,358.183,0.980,13.017
00:10:19.89,0.790,-0.362,0.512,-0.153,-0.667,0.249,358.186,1.000,13.038
00:10:19.91,0.787,-0.373,0.516,-0.155,-0.676,0.250,358.186,1.027,13.065
00:10:19.95,0.781,-0.397,0.525,-0.162,-0.694,0.251,358.189,1.002,13.115
00:10:19.96,0.779,-0.407,0.529,-0.164,-0.702,0.252,358.201,1.021,13.140
00:10:19.99,0.776,-0.420,0.533,-0.168,-0.712,0.254,358.204,1.034,13.167
00:10:20.02,0.770,-0.444,0.542,-0.174,-0.730,0.256,358.209,1.031,13.214
00:10:20.04,0.767,-0.456,0.546,-0.177,-0.739,0.257,358.208,1.046,13.236
00:10:20.06,0.763,-0.474,0.552,-0.182,-0.752,0.258,358.216,1.055,13.253
00:10:20.09,0.757,-0.500,0.561,-0.188,-0.768,0.260,358.215,1.031,13.296
00:10:20.12,1.046,0.135,0.568,-0.006,-0.132,0.262,358.213,1.043,13.329
00:10:20.15,1.045,0.130,0.576,-0.013,-0.151,0.267,358.218,1.038,13.373
00:10:20.17,1.045,0.127,0.582,-0.017,-0.162,0.268,358.218,1.055,13.401
00:10:20.20,1.045,0.123,0.588,-0.022,-0.174,0.269,358.223,1.065,13.433
00:10:20.23,1.044,0.117,0.597,-0.029,-0.190,0.270,358.208,1.043,13.473
00:10:20.25,1.043,0.113,0.519,-0.034,-0.203,0.276,358.204,1.044,13.508
00:10:20.27,1.043,0.109,0.524,-0.037,-0.213,0.278,358.221,1.068,13.534
00:10:20.31,1.041,0.100,0.536,-0.045,-0.234,0.282,358.218,1.049,13.589
00:10:20.33,1.040,0.096,0.540,-0.049,-0.243,0.284,358.221,1.062,13.615
00:10:20.35,1.039,0.090,0.548,-0.054,-0.257,0.286,358.211,1.070,13.651
00:10:20.39,1.037,0.081,0.557,-0.060,-0.274,0.285,358.196,1.067,13.696
00:10:20.41,1.036,0.075,0.563,-0.065,-0.286,0.287,358.211,1.084,13.725
00:10:20.43,1.034,0.069,0.569,-0.071,-0.298,0.289,358.223,1.078,13.756
00:10:20.47,1.031,0.056,0.581,-0.079,-0.319,0.292,358.195,1.059,13.809
00:10:20.49,1.030,0.050,0.587,-0.084,-0.328,0.295,358.202,1.064,13.836
00:10:20.51,1.028,0.043,0.593,-0.089,-0.339,0.296,358.210,1.065,13.863
00:10:20.55,1.024,0.031,0.604,-0.095,-0.358,0.299,358.190,1.058,13.907
00:10:20.57,1.023,0.024,0.610,-0.098,-0.369,0.300,358.190,1.077,13.930
00:10:20.59,1.021,0.016,0.615,-0.103,-0.380,0.301,358.194,1.093,13.961
00:10:20.61,1.018,0.008,0.622,-0.108,-0.392,0.302,358.193,1.108,13.992
00:10:20.65,1.014,-0.007,0.633,-0.114,-0.414,0.303,358.175,1.099,14.041
00:10:20.67,1.012,-0.015,0.639,-0.118,-0.425,0.305,358.175,1.105,14.068
00:10:20.69,1.010,-0.022,0.644,-0.121,-0.432,0.305,358.172,1.120,14.081
00:10:20.73,1.005,-0.041,0.657,-0.129,-0.455,0.309,358.145,1.102,14.135
00:10:20.75,1.002,-0.049,0.663,-0.132,-0.466,0.309,358.147,1.123,14.160
00:10:20.76,1.000,-0.056,0.667,-0.135,-0.473,0.310,358.158,1.151,14.178
00:10:20.79,0.996,-0.070,0.676,-0.142,-0.489,0.312,358.149,1.134,14.215
00:10:20.81,0.994,-0.079,0.682,-0.146,-0.500,0.313,358.154,1.139,14.239
00:10:20.85,0.989,-0.096,0.692,-0.155,-0.519,0.315,358.159,1.130,14.286
00:10:20.88,0.983,-0.114,0.703,-0.164,-0.537,0.317,358.162,1.118,14.334
00:10:20.89,0.981,-0.122,0.708,-0.167,-0.544,0.317,358.171,1.143,14.358
00:10:20.92,0.976,-0.139,0.717,-0.173,-0.562,0.319,358.178,1.144,14.398
